accepted_taxon_key,order_name,family_name,genus_name,search_species_name,gbif_species_name,confidence,status,match_type,rank,source,image_count
5117400,Lepidoptera,Erebidae,Pelosia,Pelosia muscerda,Pelosia muscerda,99,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
5117399,Lepidoptera,Erebidae,Pelosia,Pelosia obtusa,Pelosia obtusa,99,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
1804071,Lepidoptera,Erebidae,Phragmatobia,Phragmatobia fuliginosa,Phragmatobia fuliginosa,99,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
1760246,Lepidoptera,Erebidae,Phytometra,Phytometra viridaria,Phytometra viridaria,98,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
1807881,Lepidoptera,Erebidae,Pyrrharctia,Pyrrharctia isabella,Pyrrharctia isabella,99,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
1769897,Lepidoptera,Erebidae,Rivula,Rivula sericealis,Rivula sericealis,99,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
5113036,Lepidoptera,Erebidae,Schrankia,Schrankia costaestrigalis,Schrankia costaestrigalis,99,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
5113002,Lepidoptera,Erebidae,Schrankia,Schrankia intermedialis,Schrankia intermedialis,99,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
5113030,Lepidoptera,Erebidae,Schrankia,Schrankia taenialis,Schrankia taenialis,99,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
1798449,Lepidoptera,Erebidae,Scoliopteryx,Scoliopteryx libatrix,Scoliopteryx libatrix,99,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
5116475,Lepidoptera,Erebidae,Setina,Setina irrorella,Setina irrorella,99,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
1811896,Lepidoptera,Erebidae,Spilosoma,Spilosoma lubricipeda,Spilosoma lubricipeda,98,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
1811789,Lepidoptera,Erebidae,Spilosoma,Spilosoma lutea,Spilosoma lutea,99,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
1812394,Lepidoptera,Erebidae,Spilosoma,Spilosoma urticae,Spilosoma urticae,99,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
1807206,Lepidoptera,Erebidae,Thumatha,Thumatha senex,Thumatha senex,99,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
1798346,Lepidoptera,Erebidae,Trisateles,Trisateles emortualis,Trisateles emortualis,99,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
5115777,Lepidoptera,Erebidae,Tyria,Tyria jacobaeae,Tyria jacobaeae,99,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
1803218,Lepidoptera,Erebidae,Utetheisa,Utetheisa bella,Utetheisa ornatrix,99,SYNONYM,EXACT,SPECIES,london31May2023,0.0
1803163,Lepidoptera,Erebidae,Utetheisa,Utetheisa pulchella,Utetheisa pulchella,99,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
4532508,Lepidoptera,Erebidae,Zanclognatha,Zanclognatha lunalis,Zanclognatha lunalis,99,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
4532510,Lepidoptera,Erebidae,Zanclognatha,Zanclognatha zelleralis,Zanclognatha zelleralis,99,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
1962990,Lepidoptera,Geometridae,Chesias,Chesias legatella,Chesias legatella,99,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
1962972,Lepidoptera,Geometridae,Chesias,Chesias rufata,Chesias rufata,99,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
9220953,Lepidoptera,Geometridae,Chiasmia,Chiasmia aestimaria,Chiasmia aestimaria,99,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
4525078,Lepidoptera,Geometridae,Chiasmia,Chiasmia clathrata,Chiasmia clathrata,98,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
1961037,Lepidoptera,Geometridae,Chlorissa,Chlorissa cloraria,Chlorissa cloraria,99,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
1961040,Lepidoptera,Geometridae,Chlorissa,Chlorissa viridata,Chlorissa viridata,99,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
5806132,Lepidoptera,Geometridae,Chlorochlamys,Chlorochlamys chloroleucaria,Chlorochlamys chloroleucaria,99,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
1963463,Lepidoptera,Geometridae,Chloroclysta,Chloroclysta miata,Chloroclysta miata,99,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
1963446,Lepidoptera,Geometridae,Chloroclysta,Chloroclysta siterata,Chloroclysta siterata,99,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
1989428,Lepidoptera,Geometridae,Chloroclystis,Chloroclystis v-ata,Chloroclystis v-ata,99,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
5768880,Lepidoptera,Geometridae,Cidaria,Cidaria fulvata,Cidaria fulvata,98,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
5769028,Lepidoptera,Geometridae,Cleora,Cleora cinctaria,Cleora cinctaria,99,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
1985522,Lepidoptera,Geometridae,Cleorodes,Cleorodes lichenaria,Cleorodes lichenaria,99,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
1988504,Lepidoptera,Geometridae,Coenocalpe,Coenocalpe lapidata,Coenocalpe lapidata,99,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
9414984,Lepidoptera,Geometridae,Nebula,Coenotephria salicata,Nebula salicata,98,SYNONYM,EXACT,SPECIES,london31May2023,0.0
1988602,Lepidoptera,Geometridae,Colostygia,Colostygia multistrigaria,Colostygia multistrigaria,99,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
1988684,Lepidoptera,Geometridae,Colostygia,Colostygia olivata,Colostygia olivata,99,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
1988593,Lepidoptera,Geometridae,Colostygia,Colostygia pectinataria,Colostygia pectinataria,99,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
1968867,Lepidoptera,Geometridae,Colotois,Colotois pennaria,Colotois pennaria,99,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
4523522,Lepidoptera,Geometridae,Comibaena,Comibaena bajularia,Comibaena bajularia,99,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
1970213,Lepidoptera,Geometridae,Cosmorhoe,Cosmorhoe ocellata,Cosmorhoe ocellata,99,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
4524223,Lepidoptera,Geometridae,Costaconvexa,Costaconvexa centrostrigaria,Costaconvexa centrostrigaria,99,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
4524221,Lepidoptera,Geometridae,Costaconvexa,Costaconvexa polygrammata,Costaconvexa polygrammata,99,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
1990533,Lepidoptera,Geometridae,Crocallis,Crocallis dardoinaria,Crocallis dardoinaria,99,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
1990551,Lepidoptera,Geometridae,Crocallis,Crocallis elinguaria,Crocallis elinguaria,98,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
5149746,Lepidoptera,Geometridae,Cyclophora,Cyclophora albipunctata,Cyclophora albipunctata,99,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
5149768,Lepidoptera,Geometridae,Cyclophora,Cyclophora annularia,Cyclophora annularia,99,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
7443518,Lepidoptera,Geometridae,Cyclophora,Cyclophora linearia,Cyclophora linearia,98,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
5149704,Lepidoptera,Geometridae,Cyclophora,Cyclophora pendularia,Cyclophora pendularia,98,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
5149659,Lepidoptera,Geometridae,Cyclophora,Cyclophora porata,Cyclophora porata,99,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
5149665,Lepidoptera,Geometridae,Cyclophora,Cyclophora punctaria,Cyclophora punctaria,99,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
5149787,Lepidoptera,Geometridae,Cyclophora,Cyclophora puppillaria,Cyclophora puppillaria,99,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
5149784,Lepidoptera,Geometridae,Cyclophora,Cyclophora ruficiliaria,Cyclophora ruficiliaria,99,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
1978821,Lepidoptera,Geometridae,Deileptenia,Deileptenia ribeata,Deileptenia ribeata,99,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
1959467,Lepidoptera,Geometridae,Dyscia,Dyscia fagaria,Dyscia fagaria,99,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
1962516,Lepidoptera,Geometridae,Dysstroma,Dysstroma citrata,Dysstroma citrata,99,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
1962434,Lepidoptera,Geometridae,Dysstroma,Dysstroma truncata,Dysstroma truncata,98,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
8160782,Lepidoptera,Geometridae,Anticlea,Earophila badiata,Anticlea badiata,99,SYNONYM,EXACT,SPECIES,london31May2023,0.0
1978445,Lepidoptera,Geometridae,Ecliptopera,Ecliptopera silaceata,Ecliptopera silaceata,99,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
8421569,Lepidoptera,Geometridae,Ectropis,Ectropis crepuscularia,Ectropis crepuscularia,98,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
1976163,Lepidoptera,Geometridae,Electrophaes,Electrophaes corylata,Electrophaes corylata,99,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
1956440,Lepidoptera,Geometridae,Ematurga,Ematurga atomaria,Ematurga atomaria,99,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
1957845,Lepidoptera,Geometridae,Ennomos,Ennomos alniaria,Ennomos alniaria,98,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
1957854,Lepidoptera,Geometridae,Ennomos,Ennomos autumnaria,Ennomos autumnaria,98,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
4524426,Lepidoptera,Geometridae,Ennomos,Ennomos erosaria,Ennomos erosaria,99,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
4524421,Lepidoptera,Geometridae,Ennomos,Ennomos fuscantaria,Ennomos fuscantaria,99,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
4524424,Lepidoptera,Geometridae,Ennomos,Ennomos quercaria,Ennomos quercaria,99,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
1957852,Lepidoptera,Geometridae,Ennomos,Ennomos quercinaria,Ennomos quercinaria,98,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
1957870,Lepidoptera,Geometridae,Ennomos,Ennomos subsignaria,Ennomos subsignaria,99,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
5149499,Lepidoptera,Geometridae,Entephria,Entephria caesiata,Entephria caesiata,99,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
7769543,Lepidoptera,Geometridae,Entephria,Entephria flavicinctata,Entephria flavicinctata,99,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
1975546,Lepidoptera,Geometridae,Epione,Epione repandaria,Epione repandaria,99,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
1975553,Lepidoptera,Geometridae,Epione,Epione vespertaria,Epione vespertaria,98,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
8361848,Lepidoptera,Geometridae,Epirrhoe,Epirrhoe alternata,Epirrhoe alternata,99,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
1964637,Lepidoptera,Geometridae,Epirrhoe,Epirrhoe galiata,Epirrhoe galiata,99,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
1964657,Lepidoptera,Geometridae,Epirrhoe,Epirrhoe rivata,Epirrhoe rivata,99,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
1964653,Lepidoptera,Geometridae,Epirrhoe,Epirrhoe tristata,Epirrhoe tristata,99,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
4523560,Lepidoptera,Geometridae,Epirrita,Epirrita autumnata,Epirrita autumnata,99,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
4523556,Lepidoptera,Geometridae,Epirrita,Epirrita christyi,Epirrita christyi,99,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
4523564,Lepidoptera,Geometridae,Epirrita,Epirrita dilutata,Epirrita dilutata,99,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
4523558,Lepidoptera,Geometridae,Epirrita,Epirrita filigrammaria,Epirrita filigrammaria,99,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
1956599,Lepidoptera,Geometridae,Erannis,Erannis defoliaria,Erannis defoliaria,99,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
1988881,Lepidoptera,Geometridae,Euchoeca,Euchoeca nebulata,Euchoeca nebulata,99,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
1965777,Lepidoptera,Geometridae,Eulithis,Eulithis mellinata,Eulithis mellinata,99,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
1965795,Lepidoptera,Geometridae,Eulithis,Eulithis populata,Eulithis populata,98,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
1965825,Lepidoptera,Geometridae,Eulithis,Eulithis prunata,Eulithis prunata,99,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
1965763,Lepidoptera,Geometridae,Eulithis,Eulithis testata,Eulithis testata,98,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
1965208,Lepidoptera,Geometridae,Euphyia,Euphyia biangulata,Euphyia biangulata,99,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
1965166,Lepidoptera,Geometridae,Euphyia,Euphyia unangulata,Euphyia unangulata,99,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
1984117,Lepidoptera,Geometridae,Eupithecia,Eupithecia abbreviata,Eupithecia abbreviata,99,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
1983997,Lepidoptera,Geometridae,Eupithecia,Eupithecia abietaria,Eupithecia abietaria,99,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
1983896,Lepidoptera,Geometridae,Eupithecia,Eupithecia absinthiata,Eupithecia absinthiata,98,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
1982746,Lepidoptera,Geometridae,Eupithecia,Eupithecia assimilata,Eupithecia assimilata,99,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
1984033,Lepidoptera,Geometridae,Eupithecia,Eupithecia breviculata,Eupithecia breviculata,99,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
1983616,Lepidoptera,Geometridae,Eupithecia,Eupithecia cauchiata,Eupithecia cauchiata,99,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
1983525,Lepidoptera,Geometridae,Eupithecia,Eupithecia centaureata,Eupithecia centaureata,99,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
1983694,Lepidoptera,Geometridae,Eupithecia,Eupithecia denotata,Eupithecia denotata,98,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
1983535,Lepidoptera,Geometridae,Eupithecia,Eupithecia distinctaria,Eupithecia distinctaria,99,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
1983442,Lepidoptera,Geometridae,Eupithecia,Eupithecia dodoneata,Eupithecia dodoneata,98,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
1983111,Lepidoptera,Geometridae,Eupithecia,Eupithecia egenaria,Eupithecia egenaria,98,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
8262357,Lepidoptera,Geometridae,Eupithecia,Eupithecia exiguata,Eupithecia exiguata,99,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
1982526,Lepidoptera,Geometridae,Eupithecia,Eupithecia expallidata,Eupithecia expallidata,99,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
1982489,Lepidoptera,Geometridae,Eupithecia,Eupithecia extensaria,Eupithecia extensaria,99,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
1982838,Lepidoptera,Geometridae,Eupithecia,Eupithecia haworthiata,Eupithecia haworthiata,99,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
1982500,Lepidoptera,Geometridae,Eupithecia,Eupithecia icterata,Eupithecia icterata,99,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
1983755,Lepidoptera,Geometridae,Eupithecia,Eupithecia indigata,Eupithecia indigata,99,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
1983548,Lepidoptera,Geometridae,Eupithecia,Eupithecia innotata,Eupithecia innotata,98,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
1983387,Lepidoptera,Geometridae,Eupithecia,Eupithecia insigniata,Eupithecia insigniata,99,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
1983288,Lepidoptera,Geometridae,Eupithecia,Eupithecia intricata,Eupithecia intricata,99,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
1983170,Lepidoptera,Geometridae,Eupithecia,Eupithecia inturbata,Eupithecia inturbata,99,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
8394261,Lepidoptera,Geometridae,Eupithecia,Eupithecia irriguata,Eupithecia irriguata,99,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
1982406,Lepidoptera,Geometridae,Eupithecia,Eupithecia lariciata,Eupithecia lariciata,98,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
1983648,Lepidoptera,Geometridae,Eupithecia,Eupithecia linariata,Eupithecia linariata,99,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
1983088,Lepidoptera,Geometridae,Eupithecia,Eupithecia massiliata,Eupithecia massiliata,99,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
1982770,Lepidoptera,Geometridae,Eupithecia,Eupithecia millefoliata,Eupithecia millefoliata,98,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
8015895,Lepidoptera,Geometridae,Eupithecia,Eupithecia nanata,Eupithecia nanata,98,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
1983888,Lepidoptera,Geometridae,Eupithecia,Eupithecia phoeniceata,Eupithecia phoeniceata,99,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
1982592,Lepidoptera,Geometridae,Eupithecia,Eupithecia pimpinellata,Eupithecia pimpinellata,98,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
1983558,Lepidoptera,Geometridae,Eupithecia,Eupithecia plumbeolata,Eupithecia plumbeolata,98,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
1983000,Lepidoptera,Geometridae,Eupithecia,Eupithecia pulchellata,Eupithecia pulchellata,99,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
1982541,Lepidoptera,Geometridae,Eupithecia,Eupithecia pusillata,Eupithecia pusillata,98,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
8026858,Lepidoptera,Geometridae,Eupithecia,Eupithecia pygmaeata,Eupithecia pygmaeata,99,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
1983441,Lepidoptera,Geometridae,Eupithecia,Eupithecia satyrata,Eupithecia satyrata,98,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
1983999,Lepidoptera,Geometridae,Eupithecia,Eupithecia simpliciata,Eupithecia simpliciata,99,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
1983922,Lepidoptera,Geometridae,Eupithecia,Eupithecia sinuosaria,Eupithecia sinuosaria,99,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
1983260,Lepidoptera,Geometridae,Eupithecia,Eupithecia subfuscata,Eupithecia subfuscata,99,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
1982525,Lepidoptera,Geometridae,Eupithecia,Eupithecia subumbrata,Eupithecia subumbrata,98,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
1982885,Lepidoptera,Geometridae,Eupithecia,Eupithecia succenturiata,Eupithecia succenturiata,99,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
1982636,Lepidoptera,Geometridae,Eupithecia,Eupithecia tantillaria,Eupithecia tantillaria,99,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
7752082,Lepidoptera,Geometridae,Eupithecia,Eupithecia tenuiata,Eupithecia tenuiata,99,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
1983705,Lepidoptera,Geometridae,Eupithecia,Eupithecia tripunctaria,Eupithecia tripunctaria,99,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
1983645,Lepidoptera,Geometridae,Eupithecia,Eupithecia trisignaria,Eupithecia trisignaria,99,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
1983528,Lepidoptera,Geometridae,Eupithecia,Eupithecia ultimaria,Eupithecia ultimaria,98,ACCEPTED,EXACT,SPECIES,london31May2023,0.0
